"id_distrito","departamento","distrito","tipo_de_vivienda","hogares"
"1306","Belgrano","Armstrong","Casa",3634
"1301","Belgrano","Bouquet","Casa",469
"1303","Belgrano","Las Parejas","Casa",3814
"1302","Belgrano","Las Rosas","Casa",4307
"1304","Belgrano","Montes de Oca","Casa",1034
"1305","Belgrano","Tortugas","Casa",823
"1803","Caseros","Arequito","Casa",2307
"1801","Caseros","Arteaga","Casa",1152
"1811","Caseros","Berabevú","Casa",806
"1807","Caseros","Bigand","Casa",1748
"1805","Caseros","Casilda","Casa",10894
"1808","Caseros","Chabás","Casa",2385
"1812","Caseros","Chañar Ladeado","Casa",2006
"1813","Caseros","Gödeken","Casa",588
"1804","Caseros","Los Molinos","Casa",616
"1810","Caseros","Los Quirquinchos","Casa",914
"1806","Caseros","Sanford","Casa",631
"1802","Caseros","San José de la Esquina","Casa",2394
"1809","Caseros","Villada","Casa",461
"0837","Castellanos","Angélica","Casa",520
"0812","Castellanos","Ataliva","Casa",696
"0826","Castellanos","Aurelia","Casa",86
"0832","Castellanos","Bauer y Sigel","Casa",153
"0825","Castellanos","Bella Italia","Casa",376
"0822","Castellanos","Colonia Castellanos","Casa",92
"0810","Castellanos","Colonia Aldao","Casa",573
"0807","Castellanos","Colonia Bicha","Casa",103
"0816","Castellanos","Colonia Bigand","Casa",52
"0834","Castellanos","Colonia Cello","Casa",96
"0805","Castellanos","Tacural","Casa",468
"0836","Castellanos","Colonia Iturraspe","Casa",5
"0845","Castellanos","Colonia Margarita","Casa",118
"0804","Castellanos","Colonia Raquel","Casa",140
"0806","Castellanos","Tacurales","Casa",145
"0820","Castellanos","Coronel Fraga","Casa",133
"0815","Castellanos","Egusquiza","Casa",143
"0842","Castellanos","Esmeralda","Casa",279
"0838","Castellanos","Estación Clucellas","Casa",303
"0808","Castellanos","Eusebia","Casa",308
"0839","Castellanos","Eustolia","Casa",44
"0817","Castellanos","Fidela","Casa",52
"0841","Castellanos","Frontera","Casa",2852
"0813","Castellanos","Galisteo","Casa",82
"0843","Castellanos","Garibaldi","Casa",110
"0809","Castellanos","Colonia Hugentobler","Casa",52
"0803","Castellanos","Humberto Primo","Casa",1701
"0833","Castellanos","Josefina","Casa",755
"0814","Castellanos","Lehmann","Casa",864
"0844","Castellanos","María Juana","Casa",1754
"0802","Castellanos","Colonia Mauá","Casa",21
"0835","Castellanos","Clucellas","Casa",543
"0823","Castellanos","Presidente Roca","Casa",291
"0818","Castellanos","Pueblo Marini","Casa",57
"0824","Castellanos","Rafaela","Casa",27379
"0819","Castellanos","Ramona","Casa",604
"0829","Castellanos","Estación Saguier","Casa",163
"0830","Castellanos","San Antonio","Casa",125
"0831","Castellanos","Santa Clara de Saguier","Casa",802
"0846","Castellanos","San Vicente","Casa",2158
"0811","Castellanos","Sunchales","Casa",6843
"0827","Castellanos","Susana","Casa",437
"0821","Castellanos","Vila","Casa",508
"0828","Castellanos","Villa San José","Casa",113
"0801","Castellanos","Virginia","Casa",95
"0840","Castellanos","Zenón Pereyra","Casa",598
"1902","Constitución","Alcorta","Casa",2560
"1901","Constitución","Bombal","Casa",1053
"1911","Constitución","Cañada Rica","Casa",244
"1908","Constitución","Cepeda","Casa",149
"1916","Constitución","Empalme Villa Constitución","Casa",1936
"1912","Constitución","General Gelly","Casa",261
"1914","Constitución","Godoy","Casa",457
"1913","Constitución","Juan B. Molina","Casa",489
"1903","Constitución","Juncal","Casa",391
"1907","Constitución","La Vanguardia","Casa",150
"1904","Constitución","Máximo Paz (Est. Paz)","Casa",1237
"1905","Constitución","Pavón Arriba","Casa",621
"1910","Constitución","Peyrano","Casa",887
"1915","Constitución","Rueda","Casa",209
"1906","Constitución","Santa Teresa","Casa",1122
"1909","Constitución","Sargento Cabral","Casa",366
"1917","Constitución","Theobald","Casa",145
"1918","Constitución","Villa Constitución","Casa",13403
"1919","Constitución","Pavón","Casa",533
"0506","Garay","Saladero Mariano Cabal","Casa",193
"0502","Garay","Cayastá","Casa",1232
"0501","Garay","Helvecia","Casa",1996
"0503","Garay","Santa Rosa de Calchines","Casa",1701
"0505","Garay","Colonia Mascías","Casa",297
"1729","General López","Aarón Castellanos (Est. Castellanos)","Casa",101
"1731","General López","Amenábar","Casa",607
"1701","General López","Cafferata","Casa",548
"1705","General López","Cañada del Ucle","Casa",349
"1711","General López","Carmen","Casa",641
"1708","General López","Carreras","Casa",705
"1712","General López","Chapuy","Casa",200
"1703","General López","Murphy","Casa",1215
"1704","General López","Chovet","Casa",801
"1725","General López","Christophersen","Casa",261
"1730","General López","Diego de Alvear","Casa",634
"1710","General López","Elortondo","Casa",2120
"1706","General López","Firmat","Casa",6254
"1720","General López","Hughes","Casa",1551
"1721","General López","Labordeboy","Casa",374
"1702","General López","La Chispa","Casa",139
"1728","General López","Lazzarino","Casa",137
"1715","General López","Maggiolo","Casa",675
"1717","General López","María Teresa","Casa",1286
"1709","General López","Melincué","Casa",769
"1707","General López","Miguel Torres","Casa",134
"1727","General López","Rufino","Casa",6402
"1726","General López","Sancti Spiritu","Casa",1238
"1716","General López","San Eduardo","Casa",397
"1714","General López","San Francisco de Santa Fe","Casa",138
"1724","General López","San Gregorio","Casa",1554
"1718","General López","Santa Isabel","Casa",1527
"1723","General López","Teodelina","Casa",2205
"1713","General López","Venado Tuerto","Casa",22443
"1719","General López","Villa Cañás","Casa",3173
"1722","General López","Wheelwright","Casa",2006
"0328","General Obligado","Nicanor Molinas","Casa",188
"0327","General Obligado","Guadalupe Norte","Casa",332
"0319","General Obligado","Avellaneda","Casa",6466
"0314","General Obligado","Arroyo Ceibal","Casa",344
"0322","General Obligado","Berna","Casa",198
"0323","General Obligado","Malabrigo","Casa",2075
"0302","General Obligado","Florencia","Casa",1720
"0312","General Obligado","Ingeniero Chanourdie","Casa",227
"0316","General Obligado","Lanteri","Casa",615
"0315","General Obligado","Las Garzas","Casa",361
"0313","General Obligado","El Sombrerito","Casa",260
"0305","General Obligado","Las Toscas","Casa",3082
"0303","General Obligado","El Rabón","Casa",391
"0320","General Obligado","Reconquista","Casa",18125
"0324","General Obligado","Los Laureles","Casa",348
"0306","General Obligado","San Antonio de Obligado","Casa",687
"0307","General Obligado","Tacuarendí","Casa",766
"0309","General Obligado","Villa Ana","Casa",878
"0304","General Obligado","Villa Guillermina","Casa",1214
"0308","General Obligado","Villa Ocampo","Casa",4961
"0321","General Obligado","El Arazá","Casa",206
"0326","General Obligado","La Sarita","Casa",408
"1405","Iriondo","Pueblo Andino","Casa",707
"1409","Iriondo","Bustinza","Casa",520
"1410","Iriondo","Cañada de Gómez","Casa",9309
"1403","Iriondo","Carrizales (Est. Clarke)","Casa",365
"1401","Iriondo","Clason","Casa",323
"1411","Iriondo","Correa","Casa",1894
"1408","Iriondo","Salto Grande","Casa",730
"1407","Iriondo","Lucio V. López","Casa",218
"1404","Iriondo","Oliveros","Casa",1361
"1402","Iriondo","Totoras","Casa",3348
"1406","Iriondo","Serodino","Casa",1149
"1412","Iriondo","Villa Eloísa","Casa",1107
"1008","La Capital","Arroyo Aguiar","Casa",425
"1002","La Capital","Cabal","Casa",74
"1007","La Capital","Candioti","Casa",334
"1001","La Capital","Emilia","Casa",319
"1005","La Capital","Laguna Paiva","Casa",3828
"1003","La Capital","Llambi Campbell","Casa",766
"1009","La Capital","Monte Vera","Casa",2227
"1006","La Capital","Nelson","Casa",1473
"1010","La Capital","Recreo","Casa",3828
"1004","La Capital","Campo Andino","Casa",154
"1011","La Capital","Santa Fe","Casa",100995
"1012","La Capital","Santo Tomé","Casa",17920
"1013","La Capital","Sauce Viejo","Casa",2434
"1015","La Capital","Arroyo Leyes","Casa",834
"1016","La Capital","San José del Rincón","Casa",2978
"0917","Las Colonias","Cavour","Casa",101
"0915","Las Colonias","Cululú","Casa",121
"0901","Las Colonias","Elisa","Casa",576
"0927","Las Colonias","Empalme San Carlos","Casa",100
"0916","Las Colonias","Esperanza","Casa",12819
"0912","Las Colonias","Felicia","Casa",759
"0926","Las Colonias","Franck","Casa",1709
"0913","Las Colonias","Grutly","Casa",301
"0910","Las Colonias","Hipatia","Casa",151
"0918","Las Colonias","Humboldt","Casa",1549
"0904","Las Colonias","Ituzaingó","Casa",28
"0902","Las Colonias","Jacinto L. Aráuz","Casa",69
"0903","Las Colonias","La Pelada","Casa",428
"0924","Las Colonias","Las Tunas","Casa",155
"0907","Las Colonias","María Luisa","Casa",233
"0936","Las Colonias","Matilde","Casa",288
"0919","Las Colonias","Nuevo Torino","Casa",250
"0920","Las Colonias","Pilar","Casa",1557
"0909","Las Colonias","Progreso","Casa",815
"0906","Las Colonias","Providencia","Casa",286
"0925","Las Colonias","Pujato Norte","Casa",44
"0914","Las Colonias","Rivadavia","Casa",68
"0932","Las Colonias","Sa Pereira","Casa",609
"0929","Las Colonias","San Agustín","Casa",327
"0935","Las Colonias","San Carlos Centro","Casa",3731
"0930","Las Colonias","San Carlos Norte","Casa",312
"0937","Las Colonias","San Carlos Sud","Casa",675
"0931","Las Colonias","San Jerónimo del Sauce","Casa",287
